ID,probability
0,0.0502525945046866
1,0.0549949814046818
2,0.2473676742632374
3,0.19307070307826563
4,0.7071312936338853
5,0.20583930929508668
6,0.6042091778457723
7,0.5089542638015204
8,0.4140451992012292
9,0.0419681053235457
10,0.1200343584579095
11,0.592202529887199
12,0.5228439979756307
13,0.537402929761898
14,0.4015111637998139
15,0.05434834722117653
16,0.344105466932723
17,0.5100550153399844
18,0.32782778363401055
19,0.9697727941110817
20,0.38376819721840966
21,0.5245042664503303
22,0.37856326156273845
23,0.2983959087664097
24,0.5276972548975403
25,0.04366580121202307
26,0.16234644434338383
27,0.647406402425305
28,0.23522264818340144
29,0.2858172269674544
30,0.5855752098166003
31,0.22466457741584825
32,0.24907911509510822
33,0.27771271130857217
34,0.5319859425653375
35,0.048118209082517245
36,0.21306775470862108
37,0.4165452234175239
38,0.2564295742426616
39,0.0755657404922276
40,0.2871078913237373
41,0.23795801422091076
42,0.39823238786082615
43,0.40339070398979365
44,0.4726011291260234
45,0.736220211915644
46,0.6406414681879602
47,0.3230295155098943
48,0.2138852244253239
49,0.5370224168145115
50,0.3643703212158976
51,0.2819612365987181
52,0.27970053271093787
53,0.8241847575317399
54,0.04275646464678206
55,0.5444916535873461
56,0.4375455402063217
57,0.29999453074607246
58,0.6632479499334645
59,0.294732190579257
60,0.04945140258783134
61,0.26139590347501723
62,0.4529441326426999
63,0.46042869421758403
64,0.2830735586328036
65,0.06021285240896615
66,0.37896799233303397
67,0.3544291418063038
68,0.37314365984988934
69,0.6259618336347148
70,0.5288656762286895
71,0.435848845036398
72,0.3137743868215021
73,0.3410254817446388
74,0.24729187918239326
75,0.29563809510263755
76,0.07024528658335578
77,0.057189815264456885
78,0.19523147161735588
79,0.3004139869389543
80,0.4331766094901418
81,0.03730361728332597
82,0.3206051118536712
83,0.27548811855516975
84,0.5844468519721149
85,0.5131078127646687
86,0.04670847099826386
87,0.49646350428998043
88,0.213151872688498
89,0.5021409944355437
90,0.35681292634939954
91,0.1539060836370971
92,0.4402416785587524
93,0.725464602351793
94,0.04584388816726709
95,0.04267999735487363
96,0.6028158224315279
97,0.1921092506810977
98,0.539955247963605
99,0.4208220044123026
100,0.1557517288119675
101,0.2662189816519716
102,0.5178433005732868
103,0.429906898039619
104,0.46002052588355774
105,0.6317250647922189
106,0.32899366949323944
107,0.04539605798194317
108,0.48574601972535886
109,0.03919413468572857
110,0.5275984454355042
111,0.4952666597918331
112,0.06328065449733997
113,0.5108447926058823
114,0.27457683066424776
115,0.5661501168605028
116,0.04288430240862664
117,0.5598716501040918
118,0.48304253918117174
119,0.2112990695095382
120,0.04687826068210087
121,0.05158200935784515
122,0.4124164464811658
123,0.6282123799066572
124,0.5473431214311938
125,0.34694575093630264
126,0.05707723684810937
127,0.10940631186778446
128,0.3863036434544896
129,0.5298094418127656
130,0.3415394683972091
131,0.5400628042084998
132,0.0473965850042563
133,0.37104617433115483
134,0.5080758281949997
135,0.06797265993042365
136,0.3053368097359128
137,0.309955447492157
138,0.14037804288425032
139,0.3641898299834885
140,0.06130387514623148
141,0.05822802190371283
142,0.39914219303582354
143,0.05345237088809021
144,0.26654316559337055
145,0.6388248375690359
146,0.22776762876343304
147,0.3157094874920199
148,0.358681904427413
149,0.5368624546701013
150,0.05285853265890012
151,0.03752474141433072
152,0.6176852940326325
153,0.4219448445039585
154,0.07269942647557574
155,0.3433202041238604
156,0.4122358664956094
157,0.5013229658899213
158,0.5756197008332897
159,0.4085834788845284
160,0.6155203889724341
161,0.6786746387006222
162,0.39873238694484475
163,0.06774146507026108
164,0.7083979139956013
165,0.31691789923620467
166,0.46644274915967043
167,0.31998152987874057
168,0.5035076084427392
169,0.2963841193544571
170,0.33254701966974953
171,0.3080427395200056
172,0.3560877596001159
173,0.35635967240496175
174,0.21344585197726218
175,0.37054160094739186
176,0.5499749433072503
177,0.34291081948839663
178,0.4925205207342933
179,0.41273555894387964
180,0.4499852261891378
181,0.593731715462466
182,0.2759282628581645
183,0.7164964347721695
184,0.20521354441900636
185,0.32616609488925885
186,0.48759294791659513
187,0.33723466429787874
188,0.4735508570833549
189,0.36525347516218243
190,0.6636612561278982
191,0.35445363734481783
192,0.41730414433847207
193,0.1085194739535367
194,0.8202969684194732
195,0.5416578621913684
196,0.5933757163096741
197,0.40734187162421803
198,0.36397777769416145
199,0.4510432389702181
200,0.5213030095707414
201,0.6206842432723805
202,0.35323981746056665
203,0.47234182229145855
204,0.04581348834563568
205,0.23861290336096788
206,0.04687860168046585
207,0.43275629697686996
208,0.30507153000078174
209,0.3837916245446597
210,0.5775967890473298
211,0.22927835160703242
212,0.2586495051149203
213,0.16625251891360124
214,0.4826640178435188
215,0.38802336566521256
216,0.5284855625674957
217,0.4403652549100087
218,0.7309413978494719
219,0.31285964715891484
220,0.7828729108943466
221,0.5281624224385247
222,0.1660265696220074
223,0.39106212736722434
224,0.22068890068877728
225,0.41157384150861204
226,0.3389612634594288
227,0.4196206380204366
228,0.056584637410298344
229,0.4350432592654173
230,0.388486080737533
231,0.502147851399164
232,0.3616557679292416
233,0.4115756667813047
234,0.5218554058893933
235,0.6278390153425887
236,0.4492939047769436
237,0.04763472248245885
238,0.04405936498324244
239,0.53458774804787
240,0.40624173710530215
241,0.545742834262677
242,0.42525332990451503
243,0.29137821615982246
244,0.050966324665820545
245,0.7170651403461349
246,0.4727764857622044
247,0.2003689801003048
248,0.4897214633031705
249,0.6574340822309516
250,0.3234216382531085
251,0.0470002386855253
252,0.5900976345920517
253,0.05749675233046811
254,0.5154418201970952
255,0.7488477206817313
256,0.4223095459443642
257,0.5078450601541357
258,0.5315659900415207
259,0.6826687297495946
260,0.05310061754406092
261,0.04806230720396618
262,0.05346729149846827
263,0.6371035237219712
264,0.33351018846892394
265,0.4524674522844721
266,0.26732331894137845
267,0.04828333737376381
268,0.2638112343517561
269,0.436778556436841
270,0.2745378520843145
271,0.04221640789828779
272,0.4356993170240499
273,0.35770846930975786
274,0.3807693238562281
275,0.10635025952895061
276,0.04494143537306198
277,0.3600024988922797
278,0.5186288310703432
279,0.654300735836833
280,0.06446461775098561
281,0.22084771815028675
282,0.04235573756535772
283,0.05287678575285946
284,0.5130940699784831
285,0.3616051366966649
286,0.13019993222272488
287,0.6695494392337484
288,0.07343141707510178
289,0.5330354952764798
290,0.26149808845688693
291,0.4074886163819848
292,0.5518522650498274
293,0.05040672332104924
294,0.6799619697802134
295,0.5578543306748148
296,0.05649908868347508
297,0.046864164991053094
298,0.680453213965872
299,0.45764478717570517
300,0.2527352746074334
301,0.6287995658906809
302,0.38992188130179195
303,0.548063636008609
304,0.6939376816121837
305,0.5909137716415263
306,0.3411271081153606
307,0.6096842330486412
308,0.6035353462807549
309,0.6224003905510905
310,0.5552053547338214
311,0.5553488333530422
312,0.22214102816790351
313,0.2452549316724238
314,0.6264095015972967
315,0.4553225149675914
316,0.10061726899556894
317,0.16660894958095787
318,0.046667996374783915
319,0.06584284464116935
320,0.6022472241983344
321,0.3173465246595489
322,0.29325623918174293
323,0.31470595743280777
324,0.41934517127096754
325,0.04592708563169886
326,0.4090535910800145
327,0.3898913992310176
328,0.23731765637348282
329,0.4506540427840567
330,0.47443297915394833
331,0.04544815043964369
332,0.5886477270248771
333,0.5167121079128606
334,0.5879401411138478
335,0.4530580242324442
336,0.044110162451768
337,0.36346180282704416
338,0.44255048198117575
339,0.433834907623656
340,0.4437925775655377
341,0.3962341239205498
342,0.25652378634341744
343,0.09390342011590311
344,0.29247517287690117
345,0.07226959104265929
346,0.37178318165499125
347,0.3716062497754897
348,0.5201862268649284
349,0.4400395583841227
350,0.3357389222996404
351,0.4851533012086794
352,0.05777956702219536
353,0.06057783531560046
354,0.30430779188310353
355,0.4781016292366221
356,0.24876391682125962
357,0.04658969206725763
358,0.05061940529776723
359,0.6071691503568049
360,0.583700370218846
361,0.35393040680998045
362,0.5443284347802098
363,0.04950390753457614
364,0.44132691903418714
365,0.3327335481852138
366,0.4827913092159
367,0.3015997906500404
368,0.4017500028287538
369,0.15799163218226123
370,0.049456730375990646
371,0.19616599785367392
372,0.3491072198752943
373,0.5882356705552599
374,0.5292582393812556
375,0.06750363095192474
376,0.04620203519224973
377,0.3350187858637508
378,0.48437204221517965
379,0.23947396665558401
380,0.05338085489814953
381,0.5924292487325075
382,0.6080548823948722
383,0.1512743681826702
384,0.5632137154497424
385,0.2689139025561273
386,0.663555172213813
387,0.36029249511080425
388,0.4039823579907398
389,0.4294610473326234
390,0.6022787084598056
391,0.6429236921833715
392,0.43046678430118135
393,0.42842625502067366
394,0.21145218828001008
395,0.6564276091174486
396,0.4834794037060409
397,0.045702375265906245
398,0.23007030880169163
399,0.047143431379732065
400,0.4717333922783367
401,0.05628109606663365
402,0.1683728161124621
403,0.05208818469134757
404,0.5351604210884879
405,0.6331011498155408
406,0.15999866589597067
407,0.3933893152453788
408,0.4115525248619084
