ID,probability
TEST_00000,0.002855635666143385
TEST_00001,0.002730564514813397
TEST_00002,0.11659489231381087
TEST_00003,0.15793127926998646
TEST_00004,0.5189053159308152
TEST_00005,0.18307184792908823
TEST_00006,0.4288446957756971
TEST_00007,0.41266259966561253
TEST_00008,0.191226861972655
TEST_00009,0.00272846598298387
TEST_00010,0.09186917301855618
TEST_00011,0.42285344631324523
TEST_00012,0.33237438188368296
TEST_00013,0.3073013433645393
TEST_00014,0.3537084331943793
TEST_00015,0.0026268858942640125
TEST_00016,0.3533302906446432
TEST_00017,0.3912906602725085
TEST_00018,0.20064192930972247
TEST_00019,0.5060532462760644
TEST_00020,0.21698301619588492
TEST_00021,0.3310663062904431
TEST_00022,0.3533302906446432
TEST_00023,0.31876970021206524
TEST_00024,0.32137022025738743
TEST_00025,0.002730564514813397
TEST_00026,0.1616917710638942
TEST_00027,0.4664393150209541
TEST_00028,0.25012007760773874
TEST_00029,0.08949444055127041
TEST_00030,0.45381520046379686
TEST_00031,0.22445539352917318
TEST_00032,0.08876230124957235
TEST_00033,0.18301221161325684
TEST_00034,0.38728762225972724
TEST_00035,0.0028600651900304867
TEST_00036,0.19730201651441365
TEST_00037,0.3090404440126681
TEST_00038,0.15246459878675017
TEST_00039,0.005320171929777989
TEST_00040,0.11474563266161299
TEST_00041,0.11925602430237583
TEST_00042,0.23168956347444025
TEST_00043,0.3339041211390683
TEST_00044,0.24743009575868843
TEST_00045,0.4918838614488215
TEST_00046,0.511802902924235
TEST_00047,0.18617774268038473
TEST_00048,0.08839783286634441
TEST_00049,0.31676892373248994
TEST_00050,0.3330178233612629
TEST_00051,0.1616917710638942
TEST_00052,0.10467280298862704
TEST_00053,0.5334438205945595
TEST_00054,0.0027880241731998673
TEST_00055,0.40860845047079053
TEST_00056,0.2893085785826847
TEST_00057,0.31121670362493137
TEST_00058,0.44148269535736434
TEST_00059,0.23618168120559707
TEST_00060,0.003479283182363394
TEST_00061,0.1995028873419131
TEST_00062,0.3225886389061529
TEST_00063,0.33283110048134495
TEST_00064,0.27977749655043804
TEST_00065,0.002730564514813397
TEST_00066,0.3100758969776142
TEST_00067,0.2682749511650777
TEST_00068,0.32801475440002403
TEST_00069,0.4491320425820455
TEST_00070,0.30450599412314144
TEST_00071,0.3191530964512424
TEST_00072,0.32083535181335193
TEST_00073,0.19017638648592808
TEST_00074,0.1013996597362536
TEST_00075,0.2766190625893767
TEST_00076,0.10672286861800111
TEST_00077,0.00272846598298387
TEST_00078,0.19450312678478238
TEST_00079,0.3272470691214902
TEST_00080,0.2010883939540149
TEST_00081,0.00272846598298387
TEST_00082,0.26968844639700884
TEST_00083,0.09737053920309145
TEST_00084,0.37210474754623
TEST_00085,0.3570788394571863
TEST_00086,0.00272846598298387
TEST_00087,0.4628287067547468
TEST_00088,0.10672286861800111
TEST_00089,0.3130764627741518
TEST_00090,0.24241413918004193
TEST_00091,0.11660297313214156
TEST_00092,0.4609240072301808
TEST_00093,0.4888048791224608
TEST_00094,0.00272846598298387
TEST_00095,0.00272846598298387
TEST_00096,0.45534627559185953
TEST_00097,0.1585189785344475
TEST_00098,0.39748746008516944
TEST_00099,0.25282106933030885
TEST_00100,0.1514294117633223
TEST_00101,0.17586298900139877
TEST_00102,0.3758646048367356
TEST_00103,0.2763422701411029
TEST_00104,0.33161998526971687
TEST_00105,0.45527526230337934
TEST_00106,0.23406596005343358
TEST_00107,0.0028600651900304867
TEST_00108,0.32017400974731847
TEST_00109,0.0027902847386174984
TEST_00110,0.3319703144776849
TEST_00111,0.4340196345127022
TEST_00112,0.09982437603630245
TEST_00113,0.3181112395186952
TEST_00114,0.2257438926222969
TEST_00115,0.3305422594732903
TEST_00116,0.003476611240711825
TEST_00117,0.40689276110723427
TEST_00118,0.30508232270320096
TEST_00119,0.18691876833889098
TEST_00120,0.002730564514813397
TEST_00121,0.0027816319728959237
TEST_00122,0.30626916817693994
TEST_00123,0.37909302951184637
TEST_00124,0.3564717335968316
TEST_00125,0.31291580795205126
TEST_00126,0.003479283182363394
TEST_00127,0.1916053712568497
TEST_00128,0.29742099425383167
TEST_00129,0.3260955874281886
TEST_00130,0.3242419761884081
TEST_00131,0.3601133547996553
TEST_00132,0.0027816319728959237
TEST_00133,0.15257353960841186
TEST_00134,0.33982254284698143
TEST_00135,0.0027816319728959237
TEST_00136,0.3440950568034263
